"﻿""jobClcd""",jobClcdNM,jobCd,jobNm,keywords
415,디자이너,K000007463,웹디자이너,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
415,디자이너,K000007498,실내장식디자이너,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
415,디자이너,K000007567,게임그래픽디자이너,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
416,연극·영화·방송 전문가,K000000873,음향·녹음기사,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
416,연극·영화·방송 전문가,K000000899,영화배우 및 탤런트,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
416,연극·영화·방송 전문가,K000000901,연극 및 뮤지컬배우,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
416,연극·영화·방송 전문가,K000000951,모델,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
416,연극·영화·방송 전문가,K000001099,영상·녹화 및 편집기사,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
416,연극·영화·방송 전문가,K000001126,개그맨 및 코미디언,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
416,연극·영화·방송 전문가,K000001138,방송연출가,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
416,연극·영화·방송 전문가,K000001160,연극영화방송기술감독,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
416,연극·영화·방송 전문가,K000001161,아나운서,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
416,연극·영화·방송 전문가,K000001207,리포터,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
416,연극·영화·방송 전문가,K000007458,영화감독,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
416,연극·영화·방송 전문가,K000007460,광고영상감독,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
416,연극·영화·방송 전문가,K000007473,조명기사,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
416,연극·영화·방송 전문가,K000007476,성우,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
416,연극·영화·방송 전문가,K000007503,연극연출가,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
416,연극·영화·방송 전문가,K000007543,촬영기사,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
417,문화·예술 기획자 및 매니저,K000000881,공연·영화 및 음반기획자,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
417,문화·예술 기획자 및 매니저,K000001025,미디어콘텐츠창작자(크리에이터),professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
417,문화·예술 기획자 및 매니저,K000007574,연예인매니저,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
420,스포츠·레크리에이션 종사자,K000000845,스포츠트레이너,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
420,스포츠·레크리에이션 종사자,K000000859,경기심판 및 경기기록원,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
420,스포츠·레크리에이션 종사자,K000000867,직업운동선수,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
420,스포츠·레크리에이션 종사자,K000000957,스포츠강사,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
420,스포츠·레크리에이션 종사자,K000000981,레크리에이션전문가,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
420,스포츠·레크리에이션 종사자,K000001027,스포츠감독 및 코치,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
420,스포츠·레크리에이션 종사자,K000007507,프로게이머,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
511,미용 서비스원,K000000972,네일아티스트,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
511,미용 서비스원,K000001091,피부 및 체형관리사,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
511,미용 서비스원,K000001178,메이크업아티스트 및 뷰티매니저,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
511,미용 서비스원,K000007477,반려동물미용사,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
511,미용 서비스원,K000007481,미용사,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
511,미용 서비스원,K000007497,수의사보조원,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
511,미용 서비스원,K000007528,분장사,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
511,미용 서비스원,K000007569,이용사,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
512,결혼·장례 등 예식 서비스원,K000000846,장례지도사 및 장례상담원,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
512,결혼·장례 등 예식 서비스원,K000001167,혼례종사원,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
512,결혼·장례 등 예식 서비스원,K000007483,웨딩플래너,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
521,여행 서비스원,K000001058,자연 및 문화해설사,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
521,여행 서비스원,K000001093,여행상품개발자,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
521,여행 서비스원,K000001187,여행사무원,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
521,여행 서비스원,K000001203,여행안내원,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
522,항공기·선박·열차 객실승무원,K000001130,열차객실승무원,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
522,항공기·선박·열차 객실승무원,K000007506,항공기객실승무원,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
522,항공기·선박·열차 객실승무원,K000007578,선박객실승무원,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
523,숙박시설 서비스원,K000000904,숙박시설서비스원,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
524,오락시설 서비스원,K000000979,오락시설서비스원,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
531,주방장 및 조리사,K000000893,음료조리사,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
531,주방장 및 조리사,K000001044,바텐터,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
531,주방장 및 조리사,K000007450,중식조리사,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
531,주방장 및 조리사,K000007538,한식조리사,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
531,주방장 및 조리사,K000007555,양식조리사,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
531,주방장 및 조리사,K000007556,주방장,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
531,주방장 및 조리사,K000007579,일식조리사,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
532,식당 서비스원,K000000913,홀서빙원,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
532,식당 서비스원,K000000982,패스트푸드준비원,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
532,식당 서비스원,K000001192,주방보조원,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
532,식당 서비스원,K000007534,음식배달원,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
541,경호·보안 종사자,K000001150,시설·특수경비원,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
541,경호·보안 종사자,K000001212,청원경찰,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
541,경호·보안 종사자,K000007549,경호원,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
542,경비원,K000007575,경비원,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
550,돌봄 서비스 종사자,K000000850,요양보호사 및 간병인,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
550,돌봄 서비스 종사자,K000007520,육아도우미,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
561,청소·방역 및 가사 서비스원,K000000999,세탁원(다림질원),professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
561,청소·방역 및 가사 서비스원,K000001066,청소원,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
561,청소·방역 및 가사 서비스원,K000001156,환경미화원 및 재활용품수거원,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
561,청소·방역 및 가사 서비스원,K000007563,방역원,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
561,청소·방역 및 가사 서비스원,K000007566,가사관리사,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
562,검침·주차관리 및 기타 서비스 단순 종사자,K000000854,주차관리·안내원,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
562,검침·주차관리 및 기타 서비스 단순 종사자,K000001204,계기검침원 및 가스점검원,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
562,검침·주차관리 및 기타 서비스 단순 종사자,K000007523,검표원,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
611,부동산 컨설턴트 및 중개인,K000007536,부동산중개인,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
612,영업원 및 상품중개인,K000000930,제품광고영업원,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
612,영업원 및 상품중개인,K000001004,기술영업원,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
612,영업원 및 상품중개인,K000001195,상품중개인 및 경매사,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
612,영업원 및 상품중개인,K000007464,자동차영업원,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
612,영업원 및 상품중개인,K000007560,해외영업원,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
613,텔레마케터,K000007451,텔레마케터,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
614,소규모 상점 경영 및 일선 관리 종사자,K000001143,소규모판매점장,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
615,판매 종사자,K000000827,노점 및 이동판매원,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
615,판매 종사자,K000000874,주유원,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
615,판매 종사자,K000001050,상품대여원,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
615,판매 종사자,K000001109,통신기기·서비스판매원,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
615,판매 종사자,K000001128,상점판매원,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
615,판매 종사자,K000001154,온라인판매원,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
615,판매 종사자,K000007513,방문판매원,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
616,매장 계산원 및 매표원　,K000000952,매장계산원 및 요금정산원,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
616,매장 계산원 및 매표원　,K000001092,매표원 및 복권판매원,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
617,판촉 및 기타 판매 단순 종사자,K000001218,홍보도우미 및 판촉원,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
621,항공기·선박·철도 조종사 및 관제사,K000000921,선박교통관제사,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
621,항공기·선박·철도 조종사 및 관제사,K000000941,철도·전동차기관사,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
621,항공기·선박·철도 조종사 및 관제사,K000000974,선장 및 항해사,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
621,항공기·선박·철도 조종사 및 관제사,K000001086,헬리콥터조종사,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
621,항공기·선박·철도 조종사 및 관제사,K000001137,신호원 및 수송원,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
621,항공기·선박·철도 조종사 및 관제사,K000007489,항공교통관제사,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
621,항공기·선박·철도 조종사 및 관제사,K000007515,철도교통관제사,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
621,항공기·선박·철도 조종사 및 관제사,K000007552,항공기조종사,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
622,자동차 운전원,K000001164,화물차·특수차운전원,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
622,자동차 운전원,K000007465,택시운전원,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
622,자동차 운전원,K000007468,버스운전원,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
623,물품이동장비 조작원(크레인·호이스트·지게차),K000001213,크레인·호이스트운전원,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
623,물품이동장비 조작원(크레인·호이스트·지게차),K000007462,지게차운전원,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
624,택배원 및 기타 운송 종사자,K000000884,선박갑판원,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
624,택배원 및 기타 운송 종사자,K000000954,하역·적재종사원,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
624,택배원 및 기타 운송 종사자,K000007455,집배원,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
624,택배원 및 기타 운송 종사자,K000007469,선박기관사,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
624,택배원 및 기타 운송 종사자,K000007557,택배원,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
701,건설구조 기능원,K000000897,철골공(강구조물건립원),professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
701,건설구조 기능원,K000001046,전통건축기능원,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
701,건설구조 기능원,K000001117,건축목공,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
701,건설구조 기능원,K000001208,조적원,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
701,건설구조 기능원,K000007467,콘크리트공,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
701,건설구조 기능원,K000007475,건축석공,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
701,건설구조 기능원,K000007488,경량철골공,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
701,건설구조 기능원,K000007533,철근공,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
702,건축마감 기능원,K000000923,단열공,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
702,건축마감 기능원,K000000932,유리부착원,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
702,건축마감 기능원,K000001034,섀시조립·설치원,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
702,건축마감 기능원,K000001038,방수공,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
702,건축마감 기능원,K000001053,타일·대리석시공원,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
702,건축마감 기능원,K000001102,미장공,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
702,건축마감 기능원,K000001188,도배공,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
702,건축마감 기능원,K000007480,건물도장공,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
703,배관공,K000000964,건설배관공,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
703,배관공,K000007496,공업배관공,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
704,건설·채굴 기계 운전원,K000000868,건설 및 채굴기계운전원,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
705,기타 건설 기능원(채굴포함),K000000896,점화·발파·화약관리원,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
705,기타 건설 기능원(채굴포함),K000000983,잠수기능원,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
705,기타 건설 기능원(채굴포함),K000001062,철로설치·보수원,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
705,기타 건설 기능원(채굴포함),K000001111,광원·채석원 및 석재절단원,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
706,건설·채굴 단순 종사자,K000001096,건설·채굴단순종사원,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
811,기계장비 설치·정비원(운송장비 제외),K000000885,승강기설치·정비원,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
811,기계장비 설치·정비원(운송장비 제외),K000000886,냉동·냉장·공조기설치·정비원,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
811,기계장비 설치·정비원(운송장비 제외),K000001023,공업기계설치 및 정비원,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
811,기계장비 설치·정비원(운송장비 제외),K000001031,보일러설치·정비원,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
811,기계장비 설치·정비원(운송장비 제외),K000001043,농업용 및 기타기계장비설치 및 정비원,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
811,기계장비 설치·정비원(운송장비 제외),K000001107,크레인 및 지게차설치 및 정비원,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
811,기계장비 설치·정비원(운송장비 제외),K000001211,건설·광업기계설치·정비원,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
812,운송장비 정비원,K000000822,항공기정비원,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
812,운송장비 정비원,K000000914,헬리콥터정비원,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
812,운송장비 정비원,K000000976,선박정비원,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
812,운송장비 정비원,K000001030,철도기관차·전동차정비원,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
812,운송장비 정비원,K000001070,자동차정비원,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
812,운송장비 정비원,K000001214,자전거판매 및 정비원,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
812,운송장비 정비원,K000001217,오토바이정비원,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
813,금형원 및 공작기계 조작원,K000001112,금속공작기계조작원,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
813,금형원 및 공작기계 조작원,K000001223,금형원,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
814,냉·난방 설비 조작원,K000001013,냉·난방설비조작원,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
815,자동조립라인·산업용로봇 조작원,K000001076,자동조립라인·산업용 로봇조작원,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
816,기계 조립원(운송장비 제외),K000000871,일반기계조립원,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
817,운송장비 조립원,K000000858,자동차부품조립·검사원,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
